UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
6933,L51975,L,299.0,310.8,1699,51.2,79,0,0,0,0,0,0
8836,H10546,H,298.6,309.7,1597,54.4,164,0,0,0,0,0,0
3296,L51460,L,299.7,309.6,1540,33.0,106,0,0,0,0,0,0
6119,L50897,L,300.6,308.8,1635,55.0,102,0,0,0,0,0,0
7398,L50247,L,300.8,309.5,1624,40.5,172,0,0,0,0,0,0
1050,H9692,H,300.2,308.9,1546,44.7,201,1,0,0,1,0,0
9076,M20885,M,301.9,311.3,1574,61.5,58,0,0,0,0,0,0
118,L50145,L,299.7,308.0,1727,21.9,0,0,0,0,0,0,0
965,M20875,M,300.7,308.7,1630,26.7,226,0,0,0,0,0,0
515,H10760,H,299.9,309.6,1594,28.9,131,0,0,0,0,0,0
8424,M20949,M,299.8,309.8,1764,24.0,71,0,0,0,0,0,0
7954,L50438,L,300.5,310.5,1815,42.9,89,0,0,0,0,0,0
9356,L51180,L,296.8,310.2,1634,46.9,38,0,0,0,0,0,0
7750,M22334,M,298.4,309.6,1585,60.1,117,0,0,0,0,0,0
1589,M22531,M,303.1,313.1,1858,37.3,171,0,0,0,0,0,0
6736,L50956,L,303.0,311.3,1463,36.4,0,0,0,0,0,0,0
888,L51379,L,302.9,309.6,1671,54.7,114,0,0,0,0,0,0
1613,L50124,L,302.0,310.5,1539,47.7,91,0,0,0,0,0,0
5560,H10639,H,296.7,306.9,1525,26.9,152,0,0,0,0,0,0
4074,L50392,L,297.8,310.7,1676,36.9,240,0,0,0,0,0,0
7351,L50287,L,299.4,309.2,1398,38.7,43,0,0,0,0,0,0
4564,L50947,L,300.1,306.6,1523,40.2,142,0,0,0,0,0,0
1236,L50907,L,302.4,309.8,1501,45.9,157,0,0,0,0,0,0
9017,L50200,L,298.9,308.2,1969,36.7,69,0,0,0,0,0,0
8857,M19120,M,295.6,310.9,1597,70.3,180,0,0,0,0,0,0
3873,L50340,L,303.0,306.3,1395,30.8,97,0,0,0,0,0,0
7887,L50437,L,299.9,309.0,1346,56.5,165,0,0,0,0,0,0
961,M20348,M,298.3,310.0,1969,49.9,81,0,0,0,0,0,0
6397,L50543,L,303.1,308.7,1292,49.0,231,0,0,0,0,0,0
7455,L50584,L,300.1,310.2,1476,37.4,80,0,0,0,0,0,0
9106,L51355,L,298.8,309.1,1385,40.3,56,0,0,0,0,0,0
2537,L50388,L,300.8,309.9,1584,42.5,63,0,0,0,0,0,0
959,M23744,M,298.9,310.2,1677,23.3,144,0,0,0,0,0,0
999,M21569,M,298.9,308.5,1592,12.6,80,0,0,0,0,0,0
9572,M22905,M,299.4,311.0,1242,39.2,32,0,0,0,0,0,0
8702,L50322,L,299.7,309.4,1433,47.3,180,0,0,0,0,0,0
8321,L50164,L,301.5,306.3,1398,45.5,96,0,0,0,0,0,0
1123,M23874,M,300.3,310.1,1629,55.5,102,0,0,0,0,0,0
3854,M22307,M,300.2,309.3,1463,43.7,83,0,0,0,0,0,0
9334,M21016,M,295.6,310.5,1493,49.2,93,0,0,0,0,0,0
652,L51268,L,302.6,307.2,1478,40.0,216,0,0,0,0,0,0
9563,L51157,L,299.5,311.2,1702,40.8,53,0,0,0,0,0,0
4273,H9418,H,300.6,307.8,1747,43.2,83,0,0,0,0,0,0
5148,M20955,M,301.9,310.1,1453,43.8,40,0,0,0,0,0,0
2145,M21457,M,298.4,310.1,1455,44.6,130,0,0,0,0,0,0
1189,L50019,L,302.6,309.3,1464,34.3,171,0,0,0,0,0,0
9225,M19819,M,301.9,310.6,1880,32.1,30,0,0,0,0,0,0
3493,L51036,L,300.3,311.3,1381,16.8,121,0,0,0,0,0,0
5719,M19563,M,304.4,310.2,1672,44.6,123,0,0,0,0,0,0
6055,M21334,M,300.5,308.3,1299,58.5,121,0,0,0,0,0,0
8901,H10440,H,300.2,308.5,1519,40.4,179,0,0,0,0,0,0
8667,L50016,L,298.8,309.8,1734,34.0,163,0,0,0,0,0,0
9087,H9613,H,295.4,308.1,1308,36.5,215,0,0,0,0,0,0
1698,L51922,L,297.8,309.8,1540,26.7,160,0,0,0,0,0,0
7658,L50236,L,299.7,312.8,1744,37.1,39,0,0,0,0,0,0
2092,L50318,L,300.0,310.2,1419,41.3,60,0,0,0,0,0,0
9910,H9431,H,301.3,309.2,1443,39.5,75,0,0,0,0,0,0
3336,L51407,L,302.8,306.0,1183,27.5,34,0,0,0,0,0,0
4326,L51035,L,300.4,307.9,1401,28.8,221,0,0,0,0,0,0
833,L51274,L,301.0,308.9,1525,40.1,64,0,0,0,0,0,0
4534,M19361,M,298.6,309.2,1629,27.7,155,1,1,0,0,0,0
2144,L51304,L,301.4,310.7,1476,51.3,41,0,0,0,0,0,0
2648,L51518,L,301.2,307.5,1859,27.5,57,0,0,0,0,0,0
7008,L51148,L,296.9,310.9,1310,57.2,0,1,0,1,0,0,0
1233,H10935,H,303.4,309.2,1613,39.4,179,0,0,0,0,0,0
2443,M23469,M,299.3,312.0,1930,46.5,70,0,0,0,0,0,0
6050,M23771,M,299.2,310.0,1604,34.5,60,0,0,0,0,0,0
7042,L50261,L,296.8,310.8,1903,46.9,79,0,0,0,0,0,0
5975,L51841,L,301.0,310.4,1718,56.3,174,0,0,0,0,0,0
654,L51840,L,299.7,311.2,1610,16.3,87,0,0,0,0,0,0
4089,M19842,M,300.4,309.1,1288,30.7,23,0,0,0,0,0,0
9174,M22329,M,301.1,307.4,1916,36.8,115,0,0,0,0,0,0
2533,L51895,L,300.4,309.2,1563,65.2,103,0,0,0,0,0,0
2663,L51999,L,299.3,310.4,1574,36.5,235,0,0,0,0,0,0
2901,L51805,L,299.9,311.1,1440,46.1,171,0,0,0,0,0,0
2939,L51508,L,296.5,311.7,1303,37.6,177,0,0,0,0,0,0
6746,M21032,M,300.2,310.8,1736,48.1,138,0,0,0,0,0,0
1772,L50783,L,297.0,309.9,1689,41.1,138,0,0,0,0,0,0
7712,H9455,H,299.6,310.0,1664,40.1,111,0,0,0,0,0,0
7542,L50716,L,297.2,310.8,1353,52.5,93,0,0,0,0,0,0
3729,L50456,L,300.3,312.2,1577,50.0,15,1,0,0,0,1,0
3165,M22264,M,300.2,311.6,1448,53.8,246,0,0,0,0,0,0
1138,M21286,M,299.3,307.5,1224,31.2,160,0,0,0,0,0,0
8347,L50818,L,297.3,308.6,1360,32.2,107,0,0,0,0,0,0
8786,L50678,L,300.5,308.4,1664,38.2,57,0,0,0,0,0,0
1890,M21139,M,299.9,311.0,1339,43.6,120,0,0,0,0,0,0
4350,M19313,M,301.0,307.7,1555,34.7,71,0,0,0,0,0,0
7120,L50707,L,298.7,311.8,1797,34.2,56,0,0,0,0,0,0
5140,M22574,M,300.9,309.0,1414,63.2,169,0,0,0,0,0,0
8380,L51093,L,298.8,309.4,1593,43.1,151,0,0,0,0,0,0
9447,L50389,L,304.0,307.4,1315,48.6,49,0,0,0,0,0,0
7145,L50003,L,299.0,310.3,1538,51.6,246,0,0,0,0,0,0
8822,M20614,M,298.9,312.0,1337,23.6,139,0,0,0,0,0,0
1147,M21704,M,301.2,311.7,1689,44.8,177,0,0,0,0,0,0
2042,M21460,M,302.3,309.0,1628,36.1,56,0,0,0,0,0,0
6692,M21672,M,300.7,309.4,1546,52.5,121,0,0,0,0,0,0
4845,M23541,M,300.1,311.1,1298,54.6,123,0,0,0,0,0,0
6889,L51361,L,300.5,312.4,1524,42.6,148,0,0,0,0,0,0
2852,L51260,L,300.4,310.3,1615,38.0,84,0,0,0,0,0,0
6654,M23488,M,300.3,309.0,1757,24.7,74,0,0,0,0,0,0
4979,M21350,M,300.8,309.8,1183,47.1,178,0,0,0,0,0,0
9503,L51242,L,297.1,306.7,1621,34.8,44,0,0,0,0,0,0
7619,L50904,L,301.4,311.7,1777,37.6,36,0,0,0,0,0,0
3502,H10046,H,303.7,308.4,1266,33.0,106,0,0,0,0,0,0
2781,M19694,M,300.5,309.0,1421,40.5,95,0,0,0,0,0,0
5492,L50191,L,299.8,311.7,1603,44.3,145,0,0,0,0,0,0
3849,M21542,M,300.9,308.6,1599,52.2,140,0,0,0,0,0,0
3263,L50301,L,298.7,312.7,1534,25.6,117,1,0,1,0,0,0
4012,M22892,M,298.6,309.3,1201,35.3,0,0,0,0,0,0,0
1194,M22730,M,302.0,308.4,1608,44.6,108,0,0,0,0,0,0
9432,L50398,L,298.9,310.0,1332,54.7,165,0,0,0,0,0,0
6292,L51012,L,298.3,310.1,1493,39.0,98,0,0,0,0,0,0
2418,L51343,L,298.5,312.7,1657,34.1,146,0,0,0,0,0,0
1747,L51594,L,300.5,308.8,1868,43.4,134,0,0,0,0,0,0
2882,M23243,M,301.4,311.6,1445,52.9,122,0,0,0,0,0,0
9133,L50510,L,300.8,313.3,1475,41.8,44,0,0,0,0,0,0
1989,M22739,M,298.9,310.0,1927,56.9,137,0,0,0,0,0,0
7613,L51367,L,297.8,310.9,1451,41.9,179,0,0,0,0,0,0
9158,M23877,M,299.8,309.3,1825,27.7,16,0,0,0,0,0,0
7252,H10254,H,296.9,313.0,1522,57.5,6,0,0,0,0,0,0
8271,L50873,L,298.9,312.2,1790,33.6,134,0,0,0,0,0,0
8977,M22652,M,300.6,309.6,1244,39.3,99,0,0,0,0,0,0
7778,L50921,L,302.1,311.7,1228,36.2,38,0,0,0,0,0,0
4051,H10720,H,301.6,308.2,1741,32.8,10,0,0,0,0,0,0
8541,L50992,L,299.5,310.1,1310,49.7,78,0,0,0,0,0,0
4500,L50900,L,301.3,307.9,1390,45.0,163,0,0,0,0,0,0
4682,L50480,L,302.4,310.6,1619,50.0,124,0,0,0,0,0,0
5239,L51828,L,299.3,309.2,1550,33.0,101,0,0,0,0,0,0
2268,H9308,H,297.9,310.1,1183,48.9,131,0,0,0,0,0,0
2504,L51446,L,295.8,313.8,1384,43.8,50,0,0,0,0,0,0
6798,M22339,M,301.3,309.1,1886,37.9,123,0,0,0,0,0,0
7634,M22406,M,299.9,313.0,1715,42.9,81,0,0,0,0,0,0
6884,H9797,H,300.1,311.7,1755,46.1,37,0,0,0,0,0,0
9570,L51937,L,298.5,310.5,1722,37.3,131,0,0,0,0,0,0
9433,M22116,M,302.9,309.6,1715,51.6,31,0,0,0,0,0,0
5764,M21446,M,301.4,311.0,1774,37.2,117,0,0,0,0,0,0
6866,L51102,L,298.0,308.4,1282,55.6,55,0,0,0,0,0,0
8948,L51638,L,296.9,309.6,1308,33.9,120,0,0,0,0,0,0
3614,M22999,M,298.6,309.0,1947,49.5,89,0,0,0,0,0,0
7141,L50994,L,299.1,310.0,1333,24.6,201,1,0,0,1,0,0
5508,M22312,M,296.4,311.0,1645,37.3,134,0,0,0,0,0,0
