Time,非市场化核电总加_日前,竞价空间_日前,风力发电_日前,联络线计划_日前,光伏发电_日前,新能源总加_日前,省调负荷_日前,全网负荷_日前,现货出清电价-日前_D-2,现货出清电价-实时_D-2,实时-日前偏差值_D-2,label,实时-日前偏差值_D-2_label,实时-日前偏差值_D-3_label,现货出清电价-日前_D-3,现货出清电价-实时_D-3
2025-08-02 17:00:00,1629.0,55065.255,4866.735000000000,28762.25,3543.0700000000000,8409.805,93866.31,106253.285,384.83,449.49,64.66,0,1,1.0,445.65,460.99
2025-08-02 18:00:00,1629.0,59201.120000000000,5090.28,29570.25,787.4575,5877.7375,96278.1075,104101.005,470.31,591.06,120.75,0,1,1.0,522.78,696.86
2025-08-02 19:00:00,1629.0,61659.3375,5379.75,29495.75,5.3975,5385.1475,98169.235,104569.2925,500.19,493.39,-6.8,0,0,1.0,518.29,963.34
2025-08-02 20:00:00,1629.0,61828.53,5542.9275,29504.75,0.0,5542.9275,98505.20750000000,104855.96,498.04,432.96,-65.08,0,0,1.0,517.25,679.47
2025-08-02 21:00:00,1629.0,59655.1225,5471.405,28585.75,0.0,5471.405,95341.2775,101691.3125,486.93,421.66,-65.27,0,0,1.0,501.44,584.97
2025-08-02 22:00:00,1629.0,57801.9025,5239.6975,25366.25,0.0,5239.6975,90036.85,96386.86,451.23,404.4,-46.83,0,0,1.0,457.55,464.94
2025-08-02 23:00:00,1629.0,58295.557500000000,4912.2325,22194.5,0.0,4912.2325,87031.29000000000,93381.30000000000,482.22,415.71,-66.51,0,0,0.0,495.24,419.42
2025-08-03 00:00:00,1631.0,55866.7275,3538.0875,21526.75,0.0,3538.0875,82562.565,89062.6125,407.2,428.69,21.49,1,1,0.0,1131.69,398.91
2025-08-03 01:00:00,1631.0,56123.4475,3044.5300000000000,21524.0,0.0,3044.5300000000000,82322.97750000000,88823.01000000000,399.81,407.6,7.79,1,1,0.0,812.52,405.41
2025-08-03 02:00:00,1631.0,53241.555,2623.09,21508.75,0.0,2623.09,79004.39500000000,85504.425,380.65,385.3,4.65,1,1,1.0,368.34,381.15
2025-08-03 03:00:00,1631.0,51142.485,2301.665,21486.75,0.0,2301.665,76561.9,83061.945,370.9,379.03,8.13,0,1,1.0,350.88,371.35
2025-08-03 04:00:00,1631.0,50412.572500000000,2080.16,21474.75,1.2925,2081.4525,75599.775,82111.9675,369.42,369.59,0.17,1,1,1.0,341.04,360.19
2025-08-03 05:00:00,1631.0,49158.6775,1929.3375,22418.25,426.4425,2355.7800000000000,75563.7075,82856.9225,370.02,371.96,1.94,1,1,1.0,329.78,345.24
2025-08-03 06:00:00,1631.0,43155.520000000000,1773.8025,23500.0,2934.9175,4708.72,72995.24,84335.5675,337.99,338.84,0.85,1,1,1.0,281.64,287.04
2025-08-03 07:00:00,1631.0,36479.905,1584.7525,25163.0,7265.625,8850.3775,72124.2825,90402.5825,278.98,250.75,-28.23,1,0,1.0,252.09,253.42
2025-08-03 08:00:00,1631.0,30790.36,1527.87,27832.5,11823.122500000000,13350.9925,73604.85250000000,99610.665,219.98,164.03,-55.95,0,0,1.0,257.47,264.4
2025-08-03 09:00:00,1631.0,27156.925,1651.67,28256.25,15629.855,17281.525,74325.7,106823.4575,231.42,96.87,-134.55,0,0,0.0,289.92,260.67
2025-08-03 10:00:00,1631.4175,26393.302500000000,1821.655,27978.0,18022.8825,19844.5375,75847.2575,112910.36,265.66,171.02,-94.64,0,0,0.0,321.23,277.08
2025-08-03 11:00:00,1632.0825,26516.5875,2042.5,26796.25,19066.905,21109.405,76054.325,115353.5175,276.98,202.0,-74.98,0,0,0.0,324.11,286.78
2025-08-03 12:00:00,1632.75,26843.35,2304.69,25717.5,19047.4975,21352.1875,75545.7875,115054.9375,278.0,146.8,-131.2,1,0,0.0,321.74,288.37
2025-08-03 13:00:00,1633.0,29304.5,2577.6825,25757.5,17999.520000000000,20577.2025,77272.2025,115239.49250000000,303.23,174.63,-128.6,1,0,0.0,332.5,309.88
2025-08-03 14:00:00,1633.0,34077.08,2862.0075000000000,25884.5,15745.145,18607.1525,80201.7325,114363.44500000000,339.1,288.41,-50.69,1,0,0.0,330.64,322.01
2025-08-03 15:00:00,1633.0,39750.045,3086.1725,26951.75,12317.005000000000,15403.1775,83737.9725,111925.8725,384.98,357.41,-27.57,1,0,1.0,339.8,345.49
2025-08-03 16:00:00,1633.0,47427.1,3236.2575,28048.25,8094.5175,11330.775,88439.125,109338.85,410.97,388.89,-22.08,1,0,1.0,355.34,401.81
2025-08-03 17:00:00,1633.0,56353.55,3324.99,28801.5,3689.8775,7014.8675,93802.91750000000,107146.0175,476.41,433.61,-42.8,1,0,1.0,384.83,449.49
2025-08-03 18:00:00,1633.0,62957.965,3357.37,28979.5,760.9025,4118.2725,97688.73750000000,105783.76000000000,593.61,447.56,-146.05,0,0,1.0,470.31,591.06
2025-08-03 19:00:00,1633.0,66873.77,3376.1475,28495.75,5.36,3381.5075,100384.0275,106935.855,593.8,448.77,-145.03,0,0,0.0,500.19,493.39
2025-08-03 20:00:00,1633.0,67525.11,3291.7875,28520.5,0.0,3291.7875,100970.3975,107471.7975,590.09,440.21,-149.88,0,0,0.0,498.04,432.96
2025-08-03 21:00:00,1633.0,65547.435,3101.355,27972.5,0.0,3101.355,98254.29,104754.745,575.54,429.96,-145.58,0,0,0.0,486.93,421.66
2025-08-03 22:00:00,1633.0,63458.6475,2914.73,25353.0,0.0,2914.73,93359.3775,99859.3875,485.62,419.66,-65.96,0,0,0.0,451.23,404.4
2025-08-03 23:00:00,1633.0,63502.9725,2731.7425,22184.5,0.0,2731.7425,90052.215,96552.225,515.6,425.69,-89.91,0,0,0.0,482.22,415.71
2025-08-04 00:00:00,1633.0,59237.525,2799.1950000000000,21526.75,0.0,2799.1950000000000,85196.47,91696.49,437.36,469.82,32.46,1,1,1.0,407.2,428.69
2025-08-04 01:00:00,1633.0,58153.4675,2711.1075,21520.75,0.0,2711.1075,84018.325,90518.3475,436.49,451.49,15.0,1,1,1.0,399.81,407.6
2025-08-04 02:00:00,1633.0,54575.870000000000,2647.6775,21506.25,0.0,2647.6775,80362.7975,86862.8175,420.34,427.68,7.34,1,1,1.0,380.65,385.3
2025-08-04 03:00:00,1633.0,51874.78,2631.715,21486.75,0.0,2631.715,77626.245,84126.265,411.09,415.97,4.88,1,1,1.0,370.9,379.03
2025-08-04 04:00:00,1633.0,50907.6025,2661.02,21474.75,1.3025,2662.3225,76677.675,83189.8275,409.3,416.66,7.36,1,1,1.0,369.42,369.59
2025-08-04 05:00:00,1633.0,50228.1925,2683.3050000000000,22418.25,352.725,3036.03,77315.4725,84610.965,406.46,418.54,12.08,1,1,1.0,370.02,371.96
2025-08-04 06:00:00,1633.0,45314.865,2630.605,23500.0,2599.88,5230.485,75678.35,86537.545,363.39,382.52,19.13,0,1,1.0,337.99,338.84
2025-08-04 07:00:00,1633.0,40614.245,2509.7875,25163.0,6341.425,8851.2125,76261.4575,93152.04,245.13,268.4,23.27,1,1,0.0,278.98,250.75
2025-08-04 08:00:00,1633.0,39047.58,2389.1225,27832.5,10111.0,12500.1225,81013.2025,104620.435,134.95,61.72,-73.23,1,0,0.0,219.98,164.03
2025-08-04 09:00:00,1633.0,38220.415,2325.5175,28256.25,13157.3325,15482.85,83592.515,112430.57,136.37,3.14,-133.23,1,0,0.0,231.42,96.87
2025-08-04 10:00:00,1633.0,38776.995000000000,2284.605,27978.0,15105.02,17389.625,85777.62,117994.97,176.08,49.24,-126.84,1,0,0.0,265.66,171.02
2025-08-04 11:00:00,1633.0,39452.5275,2298.0575,26796.25,15858.592500000000,18156.65,86038.42750000000,119756.44750000000,187.73,161.43,-26.3,1,0,0.0,276.98,202.0
2025-08-04 12:00:00,1633.0,40364.8175,2386.9875,25717.5,15720.0775,18107.065000000000,85822.3825,119469.03,172.55,208.45,35.9,1,1,0.0,278.0,146.8
2025-08-04 13:00:00,1633.0,43122.15,2579.465,25757.5,14384.2775,16963.7425,87476.3925,119389.38,204.56,239.85,35.29,1,1,0.0,303.23,174.63
2025-08-04 14:00:00,1633.0,47027.8875,2836.415,25884.5,12044.2925,14880.7075,89426.095,117739.8775,257.87,277.38,19.51,1,1,0.0,339.1,288.41
2025-08-04 15:00:00,1633.0,51846.8375,3113.175,26951.75,9061.5875,12174.7625,92606.35,115993.2625,353.73,367.18,13.45,1,1,0.0,384.98,357.41
2025-08-04 16:00:00,1633.0,57123.075,3391.135,28051.75,5715.0625,9106.1975,95914.02250000000,113656.6275,421.98,443.3,21.32,0,1,0.0,410.97,388.89
2025-08-04 17:00:00,1633.0,61921.92,3593.7025,28802.5,2490.3075,6084.01,98441.43,110360.025,469.27,502.71,33.44,0,1,0.0,476.41,433.61
2025-08-04 18:00:00,1633.0,65167.04,3727.46,29604.5,474.655,4202.115,100606.655,108371.68000000000,560.48,554.53,-5.95,0,0,0.0,593.61,447.56
2025-08-04 19:00:00,1633.0,67739.0675,3866.9325,29495.75,4.8975,3871.83,102739.64750000000,109279.7225,569.8,542.17,-27.63,0,0,0.0,593.8,448.77
2025-08-04 20:00:00,1633.0,67362.095,3942.9025,29520.5,0.0,3942.9025,102458.4975,108959.795,563.7,521.34,-42.36,0,0,0.0,590.09,440.21
2025-08-04 21:00:00,1633.0,64989.1275,3966.96,28597.5,0.0,3966.96,99186.5875,105686.945,552.64,536.25,-16.39,0,0,0.0,575.54,429.96
2025-08-04 22:00:00,1633.0,63074.8725,4068.5925,25353.0,0.0,4068.5925,94129.465,100629.475,530.92,507.92,-23.0,0,0,0.0,485.62,419.66
2025-08-04 23:00:00,1633.0,63169.3875,4142.83,22187.25,0.0,4142.83,91132.4675,97632.47750000000,565.78,499.81,-65.97,0,0,0.0,515.6,425.69
2025-08-05 00:00:00,1635.0,60138.9675,4563.8325,21526.75,0.0,4563.8325,87864.55,93770.495,397.18,419.67,22.49,0,1,1.0,437.36,469.82
2025-08-05 01:00:00,1635.0,59564.9075,4467.5925,21520.75,0.0,4467.5925,87188.25,93188.27250000000,393.55,401.3,7.75,0,1,1.0,436.49,451.49
2025-08-05 02:00:00,1635.0,55925.542500000000,4387.325,21506.25,0.0,4387.325,83454.1175,89454.1375,372.78,386.61,13.83,0,1,1.0,420.34,427.68
2025-08-05 03:00:00,1635.0,53245.0075,4330.2975,21486.75,0.0,4330.2975,80697.055,86697.0775,343.85,369.41,25.56,0,1,1.0,411.09,415.97
2025-08-05 04:00:00,1635.0,52219.635,4328.045,21474.75,3.02,4331.0650000000000,79660.45,85667.885,329.57,352.2,22.63,0,1,1.0,409.3,416.66
2025-08-05 05:00:00,1635.0,51245.6275,4387.5825,22418.25,280.8525,4668.4350000000000,79967.3125,86390.51,316.3,339.83,23.53,0,1,1.0,406.46,418.54
2025-08-05 06:00:00,1635.0,47743.015,4339.115,23500.0,1957.2075,6296.3225,79174.3375,87967.1525,283.05,285.2,2.15,0,1,1.0,363.39,382.52
2025-08-05 07:00:00,1635.0,46898.2375,4134.702500000000,25163.0,4739.1875,8873.89,82570.1275,95363.0625,255.3,285.02,29.72,0,1,1.0,245.13,268.4
2025-08-05 08:00:00,1635.0,48263.575,4065.98,27832.5,7753.75,11819.73,89550.80500000000,106361.82250000000,272.03,338.13,66.1,0,1,0.0,134.95,61.72
2025-08-05 09:00:00,1635.0,49076.2475,4178.805,28256.25,10459.52,14638.325,93605.8225,114312.95750000000,304.98,364.21,59.23,0,1,0.0,136.37,3.14
2025-08-05 10:00:00,1635.0,50739.745,4279.525,27978.0,12309.86,16589.385000000000,96942.13,119611.59,326.03,408.02,81.99,0,1,0.0,176.08,49.24
2025-08-05 11:00:00,1635.0,51356.3725,4284.0075,26796.25,13368.9375,17652.945,97440.5675,121099.515,329.24,384.03,54.79,0,1,0.0,187.73,161.43
2025-08-05 12:00:00,1635.0,51270.3825,4319.4275,25717.5,13430.2125,17749.64,96372.5225,120128.66,335.27,363.37,28.1,0,1,1.0,172.55,208.45
2025-08-05 13:00:00,1635.0,52898.7525,4349.412500000000,25757.5,12375.165000000000,16724.5775,97015.83,119565.695,355.3,375.04,19.74,0,1,1.0,204.56,239.85
2025-08-05 14:00:00,1635.0,55441.405,4225.08,25884.5,10327.1175,14552.1975,97513.10250000000,117861.3125,363.29,395.92,32.63,0,1,1.0,257.87,277.38
2025-08-05 15:00:00,1635.0,58490.01,3930.4375,26951.75,7510.702500000000,11441.14,98517.9,115218.065,381.78,418.55,36.77,0,1,1.0,353.73,367.18
2025-08-05 16:00:00,1635.0,62390.7225,3589.6775,28051.75,4758.5025,8348.18,100425.6525,112897.81,428.99,421.24,-7.75,0,0,1.0,421.98,443.3
2025-08-05 17:00:00,1635.0,66769.9825,3288.13,28802.5,2129.8175,5417.9475,102625.43,110838.6125,571.91,437.69,-134.22,0,0,1.0,469.27,502.71
2025-08-05 18:00:00,1635.0,69219.26000000000,3104.33,29604.5,419.035,3523.365,103982.125,109326.405,693.76,447.54,-246.22,0,0,0.0,560.48,554.53
2025-08-05 19:00:00,1635.0,71714.60250000000,3076.0575,29495.75,4.05,3080.1075,105925.46000000000,110463.5025,694.73,444.27,-250.46,0,0,0.0,569.8,542.17
2025-08-05 20:00:00,1635.0,71530.3475,3201.94,29520.5,0.0,3201.94,105887.7875,110388.975,692.36,429.3,-263.06,0,0,0.0,563.7,521.34
2025-08-05 21:00:00,1635.0,69567.08,3435.6025,28597.5,0.0,3435.6025,103235.1825,107735.54250000000,588.68,415.5,-173.18,0,0,0.0,552.64,536.25
2025-08-05 22:00:00,1635.0,67518.325,3638.8875,25353.0,0.0,3638.8875,98145.2125,102645.2225,539.05,393.93,-145.12,0,0,0.0,530.92,507.92
2025-08-05 23:00:00,1635.0,66910.9125,3654.505,22187.25,0.0,3654.505,94387.6675,98887.67750000000,671.44,392.61,-278.83,0,0,0.0,565.78,499.81
2025-08-06 00:00:00,1635.0,59275.075,3156.595,21526.75,0.0,3156.595,85593.42,92093.43,430.34,429.0,-1.34,1,0,1.0,397.18,419.67
2025-08-06 01:00:00,1635.0,57720.095,2746.775,21520.75,0.0,2746.775,83622.62,90897.8075,429.26,428.06,-1.2,1,0,1.0,393.55,401.3
2025-08-06 02:00:00,1635.0,54706.8425,2270.8775,21506.25,0.0,2270.8775,80118.97,87175.1825,415.72,416.36,0.64,1,1,1.0,372.78,386.61
2025-08-06 03:00:00,1635.0,52967.1825,1830.4,21486.75,0.0,1830.4,77919.33250000000,84722.6275,408.66,408.53,-0.13,1,0,1.0,343.85,369.41
2025-08-06 04:00:00,1635.0,52286.3125,1489.01,21474.75,0.7650000000000000,1489.775,76885.8375,83671.5325,402.28,404.95,2.67,1,1,1.0,329.57,352.2
2025-08-06 05:00:00,1635.0,51749.8125,1233.2650000000000,22418.25,308.2,1541.465,77344.5275,85026.0975,396.28,395.04,-1.24,1,0,1.0,316.3,339.83
2025-08-06 06:00:00,1635.0,48535.35,996.75,23500.0,1980.02,2976.77,76647.12,87278.4675,379.19,360.01,-19.18,1,0,1.0,283.05,285.2
2025-08-06 07:00:00,1635.0,44962.285,818.485,25163.0,5092.1050000000000,5910.59,77670.875,93344.85500000000,377.23,326.0,-51.23,1,0,1.0,255.3,285.02
2025-08-06 08:00:00,1635.0,43468.865,735.23,27832.5,8792.8325,9528.0625,82464.42750000000,104167.8825,391.32,319.03,-72.29,1,0,1.0,272.03,338.13
2025-08-06 09:00:00,1635.0,41508.9525,686.19,28256.25,12117.545,12803.735,84203.9375,112127.735,420.51,289.69,-130.82,1,0,1.0,304.98,364.21
2025-08-06 10:00:00,1635.0,40299.225,625.7750000000000,27978.0,14778.145,15403.92,85316.145,117402.375,441.26,335.12,-106.14,1,0,1.0,326.03,408.02
2025-08-06 11:00:00,1635.0,38858.7275,584.7375,26796.25,16546.4275,17131.165,84421.1425,119602.725,450.07,370.9,-79.17,0,0,1.0,329.24,384.03
2025-08-06 12:00:00,1635.0,37748.385,598.72,25717.5,17095.135000000000,17693.855,82794.74000000000,119127.51000000000,446.95,369.13,-77.82,1,0,1.0,335.27,363.37
2025-08-06 13:00:00,1635.0,39535.5975,670.7325000000000,25757.5,16526.565000000000,17197.2975,84125.395,119879.56,455.53,406.74,-48.79,0,0,1.0,355.3,375.04
2025-08-06 14:00:00,1635.0,42832.8125,749.46,25884.5,14915.7675,15665.2275,86017.54,118620.44,471.79,449.78,-22.01,0,0,1.0,363.29,395.92
2025-08-06 15:00:00,1635.0,47433.8775,822.8775,26951.75,11945.9175,12768.795,88789.4225,115839.42,471.47,469.16,-2.31,0,0,1.0,381.78,418.55
2025-08-06 16:00:00,1635.0,53731.5925,885.3075,28051.75,7884.2025,8769.51,92187.8525,112773.1725,472.74,459.39,-13.35,0,0,0.0,428.99,421.24
2025-08-06 17:00:00,1635.0,61023.5325,932.24,28802.5,3602.4225,4534.662500000000,95995.695,110042.5875,798.8,482.5,-316.3,0,0,0.0,571.91,437.69
2025-08-06 18:00:00,1635.0,65968.77250000000,979.24,29604.5,772.29,1751.53,98959.80250000000,108109.49000000000,802.26,529.73,-272.53,0,0,0.0,693.76,447.54
2025-08-06 19:00:00,1635.0,68341.99000000000,1069.9925,29495.75,3.5175,1073.51,100546.25,108545.62,808.87,504.15,-304.72,0,0,0.0,694.73,444.27
2025-08-06 20:00:00,1635.0,67642.705,1155.8475000000000,29520.5,0.0,1155.8475000000000,99954.0525,108293.795,801.31,475.16,-326.15,0,0,0.0,692.36,429.3
2025-08-06 21:00:00,1635.0,65177.735,1208.3900000000000,28597.5,0.0,1208.3900000000000,96618.625,105413.175,789.18,455.18,-334.0,0,0,0.0,588.68,415.5
2025-08-06 22:00:00,1635.0,62852.62,1262.3925,25353.0,0.0,1262.3925,91103.01250000000,99853.02250000000,696.42,435.93,-260.49,0,0,0.0,539.05,393.93
2025-08-06 23:00:00,1635.0,62321.54,1261.31,22187.25,0.0,1261.31,87405.1,96641.4225,661.44,434.57,-226.87,0,0,0.0,671.44,392.61
2025-08-07 00:00:00,1635.0,60696.49,1364.7825,21526.75,0.0,1364.7825,85223.02250000000,91723.0325,383.45,393.3,9.85,1,1,0.0,430.34,429.0
2025-08-07 01:00:00,1635.0,60164.8075,1319.3725,21520.75,0.0,1319.3725,84639.93,91139.9425,380.39,393.99,13.6,1,1,0.0,429.26,428.06
2025-08-07 02:00:00,1635.0,57140.2375,1278.9975,21506.25,0.0,1278.9975,81560.485,88060.495,346.91,373.86,26.95,1,1,1.0,415.72,416.36
2025-08-07 03:00:00,1635.0,54680.925,1261.4525000000000,21486.75,0.0,1261.4525000000000,79064.1275,85564.14,323.71,354.99,31.28,1,1,0.0,408.66,408.53
2025-08-07 04:00:00,1635.0,53703.59,1290.5,21474.75,0.795,1291.295,78104.63500000000,84616.61500000000,317.73,340.75,23.02,1,1,1.0,402.28,404.95
2025-08-07 05:00:00,1635.0,52751.6275,1351.825,22418.25,386.18000000000000,1738.005,78542.8825,85782.7975,317.72,335.33,17.61,1,1,0.0,396.28,395.04
2025-08-07 06:00:00,1635.0,47312.44,1333.2150000000000,23500.0,2816.2475,4149.4625,76596.9025,87656.9325,284.2,298.66,14.46,1,1,0.0,379.19,360.01
2025-08-07 07:00:00,1635.0,40375.6575,1209.04,25163.0,7157.04,8366.08,75539.7375,93919.7075,272.58,293.25,20.67,1,1,0.0,377.23,326.0
2025-08-07 08:00:00,1635.0,36245.305,1096.3625000000000,27832.5,11762.9725,12859.335,78572.14,104491.325,287.19,324.52,37.33,1,1,0.0,391.32,319.03
2025-08-07 09:00:00,1635.0,33556.29,1065.17,28256.25,15476.865,16542.035,79989.575,112396.08500000000,344.36,366.01,21.65,0,1,0.0,420.51,289.69
2025-08-07 10:00:00,1635.0,32463.36,1115.5025,27978.0,17854.1825,18969.685,81046.045,118230.2125,360.03,384.06,24.03,0,1,0.0,441.26,335.12
