UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5636,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0
6737,L53916,L,301.7,311.0,1527,42.2,144,0,0,0,0,0,0
6046,L53225,L,300.8,310.9,1311,55.8,118,0,0,0,0,0,0
7972,L55151,L,301.0,312.1,1405,46.1,79,0,0,0,0,0,0
5525,L52704,L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0
4259,M19118,M,302.7,311.1,1297,60.7,125,1,0,1,0,0,0
4459,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0
6837,H36250,H,301.1,311.0,1339,52.8,194,0,0,0,0,0,0
3644,L50823,L,302.3,311.6,1784,26.4,79,0,0,0,0,0,0
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0
3369,L50548,L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0
6284,L53463,L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0
3721,M18580,M,302.4,311.4,1508,41.2,60,0,0,0,0,0,0
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0
9985,H39398,H,298.7,308.4,1432,42.8,197,0,0,0,0,0,0
9681,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0
5021,L52200,L,304.1,313.1,1556,36.3,86,0,0,0,0,0,0
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0
8421,L55600,L,298.9,310.4,1546,37.7,159,0,0,0,0,0,0
4202,L51381,L,302.4,311.0,2211,15.4,203,0,0,0,0,0,0
5974,L53153,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0
8301,L55480,L,298.7,310.1,1558,37.6,44,0,0,0,0,0,0
2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0
4567,L51746,L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0
7823,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0
3330,L50509,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0
8483,L55662,L,298.4,309.5,1520,38.1,106,0,0,0,0,0,0
1630,M16489,M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0
7085,L54264,L,300.6,310.3,1794,24.4,211,0,0,0,0,0,0
7252,M22111,M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0
2357,H31770,H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0
6188,L53367,L,301.0,311.0,1437,56.0,33,0,0,0,0,0,0
6221,L53400,L,301.1,310.8,1470,49.3,116,0,0,0,0,0,0
8130,L55309,L,300.0,311.3,1520,39.2,43,0,0,0,0,0,0
5885,M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0
3307,L50486,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0
3272,M18131,M,301.4,310.0,1689,32.1,207,0,0,0,0,0,0
9818,M24677,M,298.5,309.3,1465,42.4,173,0,0,0,0,0,0
8348,L55527,L,298.7,309.6,1665,31.1,178,0,0,0,0,0,0
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0
8715,M23574,M,297.2,308.6,1444,41.1,56,0,0,0,0,0,0
5264,L52443,L,303.5,312.8,1877,22.3,96,0,0,0,0,0,0
6828,M21687,M,301.0,310.9,1515,41.8,170,0,0,0,0,0,0
4598,M19457,M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0
5005,L52184,L,303.7,312.8,1364,46.3,44,0,0,0,0,0,0
9663,M24522,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0
6946,M21805,M,300.8,311.4,1852,22.2,53,0,0,0,0,0,0
8582,M23441,M,297.5,308.0,1429,45.8,148,0,0,0,0,0,0
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0
6327,L53506,L,300.6,310.0,1455,40.4,172,0,0,0,0,0,0
8078,L55257,L,300.3,311.8,1547,39.7,121,0,0,0,0,0,0
3806,M18665,M,302.4,311.0,1580,36.5,64,0,0,0,0,0,0
6818,M21677,M,301.0,310.7,1493,48.1,145,0,0,0,0,0,0
7958,H37371,H,300.9,311.9,2140,16.5,43,0,0,0,0,0,0
9612,L56791,L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0
2397,M17256,M,299.1,308.5,1592,34.2,153,0,0,0,0,0,0
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0
6644,M21503,M,301.5,310.5,1308,60.5,139,0,0,0,0,0,0
6573,L53752,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0
8192,M23051,M,299.6,310.9,1630,29.8,206,0,0,0,0,0,0
6943,M21802,M,300.8,311.4,1732,26.9,45,0,0,0,0,0,0
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0
9421,L56600,L,298.0,308.4,1472,42.0,15,0,0,0,0,0,0
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0
7808,M22667,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0
9940,H39353,H,298.3,308.1,2636,12.8,84,0,0,0,0,0,0
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0
4313,L51492,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0
8162,H37575,H,299.6,311.0,1714,30.2,128,0,0,0,0,0,0
9369,L56548,L,297.7,308.4,1510,38.6,72,0,0,0,0,0,0
9810,M24669,M,298.2,309.0,1353,50.3,150,0,0,0,0,0,0
1673,L48852,L,298.1,307.8,1432,49.8,198,0,0,0,0,0,0
6099,M20958,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0
5130,M19989,M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0
6955,M21814,M,300.8,311.2,1429,52.3,77,0,0,0,0,0,0
3942,L51121,L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0
9643,L56822,L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0
8374,M23233,M,298.7,309.7,1362,50.5,34,0,0,0,0,0,0
8024,H37437,H,300.9,312.0,1397,42.7,212,0,0,0,0,0,0
2727,M17586,M,299.8,309.4,1423,42.9,124,0,0,0,0,0,0
5277,L52456,L,303.5,313.0,1606,34.0,126,0,0,0,0,0,0
663,M15522,M,297.6,308.9,1479,38.1,182,0,0,0,0,0,0
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0
8107,M22966,M,300.4,312.0,1596,30.4,191,0,0,0,0,0,0
2563,L49742,L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0
7838,L55017,L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0
9444,H38857,H,298.0,308.8,1411,53.8,73,0,0,0,0,0,0
7770,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0
612,L47791,L,298.1,310.0,1553,40.9,49,0,0,0,0,0,0
8794,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0
1687,H31100,H,297.9,307.3,1663,28.7,7,0,0,0,0,0,0
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0
8751,L55930,L,297.3,308.5,1764,30.8,148,0,0,0,0,0,0
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0
3827,H33240,H,302.3,310.8,1438,43.8,119,0,0,0,0,0,0
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0
3027,M17886,M,300.4,309.5,1888,21.9,221,0,0,0,0,0,0
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0
5753,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0
599,L47778,L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0
2785,L49964,L,300.2,309.6,1430,52.7,47,0,0,0,0,0,0
6301,L53480,L,301.2,310.7,1517,39.4,107,0,0,0,0,0,0
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0
3056,L50235,L,300.1,309.2,1427,37.6,73,0,0,0,0,0,0
5391,H34804,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0
4498,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0
8012,L55191,L,300.8,311.8,1427,43.3,180,0,0,0,0,0,0
9535,L56714,L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0
8409,M23268,M,298.5,309.6,1572,33.0,127,0,0,0,0,0,0
9931,L57110,L,298.3,308.3,1452,45.5,63,0,0,0,0,0,0
8755,L55934,L,297.4,308.6,1635,30.5,159,0,0,0,0,0,0
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0
8574,L55753,L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0
8594,M23453,M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0
5351,M20210,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0
1536,L48715,L,298.0,308.8,1581,36.1,73,0,0,0,0,0,0
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0
8274,M23133,M,299.0,310.6,1787,22.2,192,0,0,0,0,0,0
9742,L56921,L,298.9,310.1,1495,42.9,175,0,0,0,0,0,0
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0
538,H29951,H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0
3591,L50770,L,301.8,310.6,1403,46.8,151,0,0,0,0,0,0
8391,M23250,M,298.8,309.8,1288,61.9,79,0,0,0,0,0,0
5733,L52912,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0
8729,M23588,M,297.2,308.7,1398,38.1,88,0,0,0,0,0,0
9357,L56536,L,298.3,308.9,1270,52.7,44,0,0,0,0,0,0
3235,L50414,L,300.8,309.4,1489,38.4,109,0,0,0,0,0,0
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0
7099,L54278,L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0
9297,H38710,H,298.2,309.0,1524,39.1,100,0,0,0,0,0,0
6817,L53996,L,300.9,310.7,1477,43.2,143,0,0,0,0,0,0
9744,L56923,L,298.9,310.2,1562,42.5,179,0,0,0,0,0,0
8034,L55213,L,300.7,311.9,1485,38.8,9,0,0,0,0,0,0
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0
3537,L50716,L,302.0,311.0,1632,34.2,18,0,0,0,0,0,0
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0
9891,L57070,L,298.8,309.5,1645,32.8,157,0,0,0,0,0,0
6360,L53539,L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0
1801,M16660,M,298.0,307.5,1524,36.3,98,0,0,0,0,0,0
4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0
3182,L50361,L,300.2,309.4,1527,37.0,194,0,0,0,0,0,0
4271,L51450,L,302.6,310.9,1331,52.0,154,1,0,1,0,0,0
8949,M23808,M,297.4,308.3,1483,41.9,47,0,0,0,0,0,0
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0
3524,L50703,L,301.8,310.9,1521,39.3,197,0,0,0,0,0,0
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0
1570,M16429,M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0
6524,M21383,M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0
6102,L53281,L,300.7,310.6,1616,29.6,47,0,0,0,0,0,0
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0
653,L47832,L,297.7,309.2,1391,44.5,159,0,0,0,0,0,0
7054,H36467,H,300.7,310.5,1567,38.7,129,0,0,0,0,0,0
8475,M23334,M,298.5,309.7,1523,44.6,83,0,0,0,0,0,0
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0
2655,L49834,L,299.9,309.5,1567,35.5,171,0,0,0,0,0,0
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0
9870,L57049,L,298.9,309.9,1590,31.3,98,0,0,0,0,0,0
8452,L55631,L,298.5,310.0,1435,42.5,25,0,0,0,0,0,0
6720,M21579,M,301.4,310.6,1431,40.6,101,0,0,0,0,0,0
3269,M18128,M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0
5789,L52968,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0
2744,L49923,L,299.6,309.1,1476,45.3,166,0,0,0,0,0,0
6765,L53944,L,301.4,310.9,1536,38.3,9,0,0,0,0,0,0
7872,L55051,L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0
6855,L54034,L,301.0,311.2,1511,42.9,26,0,0,0,0,0,0
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0
8136,L55315,L,299.6,311.0,1554,36.3,62,0,0,0,0,0,0
2556,L49735,L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0
8890,M23749,M,297.7,308.8,2089,19.1,111,0,0,0,0,0,0
4960,L52139,L,303.8,312.6,1735,25.9,154,0,0,0,0,0,0
6034,L53213,L,300.6,310.9,1471,37.9,86,0,0,0,0,0,0
5706,L52885,L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0
3672,M18531,M,302.3,311.7,1486,39.6,147,0,0,0,0,0,0
9838,M24697,M,298.4,309.3,1355,50.6,8,0,0,0,0,0,0
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0
2389,M17248,M,299.2,308.5,1526,37.3,135,0,0,0,0,0,0
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0
2946,H32359,H,300.7,309.6,1925,20.5,9,0,0,0,0,0,0
9002,L56181,L,297.0,307.8,1500,39.9,175,0,0,0,0,0,0
7097,L54276,L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0
3233,L50412,L,300.7,309.3,1580,38.3,102,0,0,0,0,0,0
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0
2629,H32042,H,299.9,309.6,1410,51.2,98,0,0,0,0,0,0
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0
6581,L53760,L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0
6868,L54047,L,301.0,311.3,1342,50.9,60,0,0,0,0,0,0
7921,L55100,L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0
8903,H38316,H,297.4,308.7,1522,46.3,146,0,0,0,0,0,0
5631,M20490,M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0
6286,M21145,M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0
2430,L49609,L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0
4946,L52125,L,303.6,312.7,1418,44.1,118,0,0,0,0,0,0
9556,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0
5453,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0
5700,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0
6633,L53812,L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0
6689,L53868,L,301.7,311.0,1548,40.3,21,0,0,0,0,0,0
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0
6280,L53459,L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0
8431,L55610,L,298.9,310.2,1304,57.2,183,0,0,0,0,0,0
5046,M19905,M,304.1,313.2,1510,46.9,152,0,0,0,0,0,0
9987,M24846,M,298.8,308.6,1507,42.3,207,0,0,0,0,0,0
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0
5096,M19955,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0
5697,H35110,H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0
5787,L52966,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0
9665,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0
2447,L49626,L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0
8098,L55277,L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0
