UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
44,H30941,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0
45,H38316,H,297.4,308.7,1522,46.3,146,0,0,0,0,0,0
46,H39385,H,298.5,308.2,1563,44.6,163,0,0,0,0,0,0
47,H31184,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0
48,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0
49,H39075,H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0
50,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0
51,L48781,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0
52,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0
53,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0
54,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0
55,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0
56,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0
57,L56974,L,298.5,309.3,1590,33.9,107,0,0,0,0,0,0
58,L47830,L,297.6,309.2,1611,33.1,155,0,0,0,0,0,0
59,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0
60,L50535,L,301.5,310.8,1367,49.0,193,0,0,0,0,0,0
61,L57173,L,298.8,308.4,1401,47.3,10,0,0,0,0,0,0
62,L53014,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0
63,L48846,L,298.2,307.9,1551,36.0,186,0,0,0,0,0,0
64,L49523,L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0
65,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0
66,L54099,L,301.0,311.5,1444,39.8,197,0,0,0,0,0,0
67,L55599,L,299.0,310.3,1431,39.9,157,0,0,0,0,0,0
68,L49782,L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0
69,L53158,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0
70,L57098,L,298.4,308.8,1352,56.7,24,0,0,0,0,0,0
71,L53736,L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0
72,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0
73,L57060,L,298.8,309.8,1753,27.5,130,0,0,0,0,0,0
74,L53999,L,300.9,310.7,1359,46.0,151,0,0,0,0,0,0
75,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0
76,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0
77,L50816,L,302.2,311.4,1449,46.5,60,0,0,0,0,0,0
78,L54286,L,300.8,310.5,1482,39.0,47,0,0,0,0,0,0
79,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0
80,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0
81,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0
82,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0
83,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0
84,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0
85,L50271,L,300.0,309.3,1558,29.7,168,0,0,0,0,0,0
86,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0
87,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0
88,L57078,L,298.7,309.2,1396,44.8,178,0,0,0,0,0,0
89,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0
90,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0
91,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0
92,L51094,L,302.5,311.5,1493,35.1,131,0,0,0,0,0,0
93,L53559,L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0
94,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0
95,L50369,L,300.1,309.1,1551,33.7,214,0,0,0,0,0,0
96,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0
97,L51066,L,302.4,311.3,1392,50.5,51,0,0,0,0,0,0
98,L50999,L,302.2,310.7,1567,36.4,100,0,0,0,0,0,0
99,L50939,L,302.3,311.0,1412,47.0,164,0,0,0,0,0,0
100,L53430,L,300.8,310.2,1520,37.7,193,0,0,0,0,0,0
101,L50041,L,300.7,309.5,1479,43.6,240,0,0,0,0,0,0
102,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0
103,L53375,L,300.9,310.8,1729,30.2,53,0,0,0,0,0,0
104,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0
105,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
106,L55258,L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0
107,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0
108,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,0
109,L57093,L,298.5,308.8,1589,30.6,11,0,0,0,0,0,0
110,L49520,L,299.1,308.1,1479,40.7,10,0,0,0,0,0,0
111,L55089,L,300.7,312.2,1590,38.5,148,0,0,0,0,0,0
112,L50765,L,301.9,310.7,1947,25.0,137,0,0,0,0,0,0
113,L48715,L,298.0,308.8,1581,36.1,73,0,0,0,0,0,0
114,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0
115,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0
116,L53932,L,301.6,310.9,1706,29.5,193,0,0,0,0,0,0
117,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0
118,L48935,L,298.0,307.3,1424,46.5,185,0,0,0,0,0,0
119,L57160,L,298.6,308.4,1559,36.6,188,0,0,0,0,0,0
120,L54403,L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0
121,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0
122,L50459,L,301.2,309.9,1382,52.4,13,0,0,0,0,0,0
123,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0
124,L55270,L,300.1,311.4,1910,23.0,153,0,0,0,0,0,0
125,L49482,L,299.2,308.5,1515,39.8,141,0,0,0,0,0,0
126,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0
127,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0
128,L55420,L,299.0,310.4,1483,41.5,96,0,0,0,0,0,0
129,L55173,L,301.1,312.3,1595,31.9,134,0,0,0,0,0,0
130,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0
131,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0
132,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0
133,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0
134,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0
135,L53668,L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0
136,L55185,L,300.8,312.0,1477,37.3,164,0,0,0,0,0,0
137,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0
138,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0
139,L52150,L,303.8,312.6,1565,36.0,179,0,0,0,0,0,0
140,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0
141,L48183,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0
142,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0
143,L53745,L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0
144,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0
145,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0
146,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0
147,L50548,L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0
148,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0
149,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0
150,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0
151,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0
152,L57013,L,298.3,309.1,1386,45.3,212,0,0,0,0,0,0
153,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0
154,L55845,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0
155,L49727,L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0
156,L55872,L,297.1,308.4,1583,31.9,2,0,0,0,0,0,0
157,L55141,L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0
158,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0
159,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0
160,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0
161,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0
162,L53441,L,301.1,310.6,1417,47.6,10,0,0,0,0,0,0
163,L49985,L,300.0,309.4,1460,43.5,102,0,0,0,0,0,0
164,L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0
165,L48230,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0
166,L56952,L,298.5,309.5,1561,34.8,35,0,0,0,0,0,0
167,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1
168,L55127,L,300.8,311.7,1426,45.5,16,0,0,0,0,0,0
169,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0
170,L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0
171,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0
172,L52562,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0
173,L54008,L,301.0,310.9,1392,52.9,173,0,0,0,0,0,0
174,L56073,L,297.5,308.7,1371,46.5,121,0,0,0,0,0,0
175,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0
176,L55483,L,298.8,310.2,1504,41.0,51,0,0,0,0,0,0
177,L52628,L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0
178,L48864,L,297.8,307.3,1438,44.5,3,0,0,0,0,0,0
179,L51029,L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0
180,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0
181,L56985,L,298.4,309.2,1651,28.5,141,0,0,0,0,0,0
182,L54296,L,301.0,310.5,1601,33.2,77,0,0,0,0,0,0
183,L50968,L,302.3,310.8,1511,48.1,24,0,0,0,0,0,0
184,L50948,L,302.2,311.0,1555,34.2,185,0,0,0,0,0,0
185,L52807,L,302.7,312.1,1597,39.8,153,0,0,0,0,0,0
186,L55798,L,297.7,308.7,1829,24.9,17,0,0,0,0,0,0
187,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0
188,L55334,L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0
189,L47848,L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0
190,L57067,L,298.8,309.5,1368,44.7,147,0,0,0,0,0,0
191,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0
192,L52967,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0
193,L56616,L,298.0,308.6,1481,42.5,54,0,0,0,0,0,0
194,L50923,L,302.5,311.4,1759,24.6,124,0,0,0,0,0,0
195,L56638,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0
196,L49903,L,299.7,309.4,1362,51.9,117,0,0,0,0,0,0
197,L47854,L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0
198,L55600,L,298.9,310.4,1546,37.7,159,0,0,0,0,0,0
199,L50736,L,301.9,310.8,1735,31.5,66,0,0,0,0,0,0
200,L49794,L,299.3,309.1,1634,36.8,62,0,0,0,0,0,0
201,L55151,L,301.0,312.1,1405,46.1,79,0,0,0,0,0,0
202,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0
203,L50712,L,301.9,310.9,1486,40.3,6,0,0,0,0,0,0
204,L52310,L,304.2,313.3,1668,35.7,180,0,0,0,0,0,0
205,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0
206,L49712,L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0
207,L55277,L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0
208,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0
209,L55419,L,299.0,310.4,1339,49.6,94,0,0,0,0,0,0
210,L50509,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0
211,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0
212,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0
213,L50798,L,301.9,311.1,1448,46.3,14,0,0,0,0,0,0
214,L56372,L,297.9,309.0,1562,35.8,40,0,0,0,0,0,0
215,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0
216,L49518,L,299.3,308.3,1651,28.0,6,0,0,0,0,0,0
217,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0
218,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0
219,L49879,L,299.9,309.4,1363,60.9,57,0,0,0,0,0,0
220,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0
221,L55281,L,300.3,311.8,1567,37.7,180,0,0,0,0,0,0
222,L57113,L,298.3,308.3,1597,32.4,69,0,0,0,0,0,0
223,L53232,L,300.9,311.0,2003,20.2,138,0,0,0,0,0,0
224,L52721,L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0
225,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0
226,L48913,L,298.4,308.0,1515,42.8,125,0,0,0,0,0,0
227,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0
228,L53722,L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0
229,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0
230,L50657,L,301.8,310.7,1547,41.7,72,0,0,0,0,0,0
231,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0
232,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0
233,L48900,L,298.2,307.7,1459,44.5,89,0,0,0,0,0,0
234,L52436,L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0
235,L56584,L,297.7,308.2,2007,19.3,181,0,0,0,0,0,0
236,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0
237,L50835,L,302.1,311.4,1686,30.9,106,0,0,0,0,0,0
238,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0
239,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0
240,L53200,L,300.7,310.8,1619,34.9,57,0,0,0,0,0,0
241,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0
242,L55685,L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0
243,L56866,L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0
244,L51430,L,302.6,311.0,1660,38.0,99,0,0,0,0,0,0
245,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0
246,L51101,L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0
247,L53944,L,301.4,310.9,1536,38.3,9,0,0,0,0,0,0
248,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0
249,L56081,L,297.3,308.6,1446,50.1,144,0,0,0,0,0,0
250,L56543,L,297.9,308.5,1519,34.3,61,0,0,0,0,0,0
251,L56646,L,298.6,309.4,1471,48.0,141,0,0,0,0,0,0
252,L53560,L,300.2,309.8,1430,55.0,102,0,0,0,0,0,0
253,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0
254,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0
255,L55211,L,300.7,312.0,1550,32.4,5,0,0,0,0,0,0
256,L56035,L,297.7,308.9,1662,28.1,19,0,0,0,0,0,0
257,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0
258,L50072,L,300.7,309.6,1329,54.3,80,0,0,0,0,0,0
259,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0
260,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0
261,L57126,L,298.3,307.9,1502,42.0,103,0,0,0,0,0,0
262,L50827,L,302.2,311.5,1427,43.8,88,0,0,0,0,0,0
263,L55947,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0
264,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0
265,L56736,L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0
266,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0
267,L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0
268,L52252,L,304.1,313.0,1408,45.3,28,0,0,0,0,0,0
269,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0
270,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0,0
271,L54067,L,300.8,311.3,1782,26.9,116,0,0,0,0,0,0
272,L55664,L,298.4,309.5,1397,50.3,110,0,0,0,0,0,0
273,L55284,L,300.3,311.9,1692,31.5,187,0,0,0,0,0,0
274,L53472,L,301.0,310.4,1614,31.6,84,0,0,0,0,0,0
275,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0
276,L54262,L,300.7,310.3,1458,40.0,207,0,0,0,0,0,0
277,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0
278,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0
279,L55068,L,300.7,312.3,1577,33.2,100,0,0,0,0,0,0
280,L54159,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,0
281,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0
282,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0
283,L56405,L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0
284,L52457,L,303.5,312.9,1501,44.0,128,0,0,0,0,0,0
285,L51086,L,302.3,311.2,1297,62.5,109,0,0,0,0,0,0
286,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0
287,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0
288,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0
289,L54379,L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0
290,L49593,L,299.0,308.5,1886,23.0,198,0,0,0,0,0,0
291,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0
292,L53616,L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0
293,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
294,L54308,L,300.6,310.0,1511,36.9,105,0,0,0,0,0,0
295,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0
296,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0
297,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0
298,L55502,L,298.7,309.6,1364,44.9,106,0,0,0,0,0,0
299,L52956,L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0
300,L55038,L,300.5,311.9,1350,51.7,18,0,0,0,0,0,0
301,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0
302,L55544,L,298.9,309.8,1396,49.0,13,0,0,0,0,0,0
303,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0
304,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0
305,L48847,L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0
306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0
307,L57099,L,298.5,308.8,1305,58.7,26,0,0,0,0,0,0
308,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0
309,L50526,L,301.3,310.7,1761,24.3,174,0,0,0,0,0,0
310,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0
311,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0
312,L53822,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0
313,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0
314,L47758,L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0
315,L54986,L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0
316,L53270,L,300.9,310.8,1708,29.1,14,0,0,0,0,0,0
317,L50634,L,301.5,310.4,1918,21.8,9,0,0,0,0,0,0
318,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0
319,L56875,L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0
320,L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0
321,L50373,L,300.0,309.1,1401,44.5,0,0,0,0,0,0,0
322,L50882,L,302.0,311.2,1434,44.9,15,0,0,0,0,0,0
323,L56551,L,297.7,308.4,1289,51.3,82,0,0,0,0,0,0
324,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0
325,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0
326,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0
327,L56778,L,299.0,310.2,1490,41.1,54,0,0,0,0,0,0
328,L56769,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0
329,L56819,L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0
330,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0
331,L57077,L,298.8,309.3,1357,47.1,176,0,0,0,0,0,0
332,L54004,L,300.9,310.7,1740,25.3,164,0,0,0,0,0,0
333,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0
334,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0
335,L50917,L,302.2,311.1,1351,48.6,110,0,0,0,0,0,0
336,L53171,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0
337,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0
338,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0
339,L51791,L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0
340,L51450,L,302.6,310.9,1331,52.0,154,1,0,1,0,0,0
341,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0
342,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0
343,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0
344,L54267,L,300.6,310.3,1648,30.5,217,1,1,0,0,0,0
345,L49778,L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0
346,L51780,L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0
347,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0
348,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0
349,M17640,M,300.2,309.6,1556,35.8,36,0,0,0,0,0,0
350,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0
351,M17977,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0
352,M21406,M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0
353,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0
354,M16585,M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0
355,M14882,M,298.9,309.3,1581,30.7,65,0,0,0,0,0,0
356,M20918,M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0
357,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0
358,M23743,M,297.9,309.2,1529,38.1,96,0,0,0,0,0,0
359,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0
360,M19157,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0
361,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0
362,M24250,M,297.5,308.0,1560,39.0,141,0,0,0,0,0,0
363,M20638,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0
364,M20427,M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0
365,M21172,M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0
366,M17848,M,300.6,309.8,1532,42.5,130,0,0,0,0,0,0
367,M16441,M,298.2,308.3,1560,33.0,181,0,0,0,0,0,0
368,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0
369,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0
370,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0
371,M19851,M,303.9,313.0,1475,41.0,11,0,0,0,0,0,0
372,M23473,M,297.5,308.5,1401,50.5,6,0,0,0,0,0,0
373,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0
374,M18375,M,301.9,311.1,1605,40.0,179,0,0,0,0,0,0
