UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9976,M24835,M,298.6,308.3,1589,34.1,174,0,0,0,0,0,0
8918,M23777,M,297.1,308.2,1529,37.9,183,0,0,0,0,0,0
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0
8776,H38189,H,297.5,308.6,1536,38.7,7,0,0,0,0,0,0
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0
6951,H36364,H,300.7,311.3,1374,53.1,66,0,0,0,0,0,0
6761,L53940,L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0
1605,L48784,L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0
1661,L48840,L,298.2,308.0,1499,44.1,166,0,0,0,0,0,0
8297,L55476,L,298.9,310.3,1436,39.0,32,0,0,0,0,0,0
4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0
6322,L53501,L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0
8411,L55590,L,298.5,309.5,1548,44.5,132,0,0,0,0,0,0
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0
6229,L53408,L,301.2,310.9,1413,50.1,141,0,0,0,0,0,0
9995,L57174,L,298.8,308.3,1634,27.9,12,0,0,0,0,0,0
5771,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0
6343,M21202,M,300.3,309.8,1444,42.0,3,0,0,0,0,0,0
5027,L52206,L,303.9,313.2,1481,40.0,100,0,0,0,0,0,0
2921,L50100,L,300.7,309.7,1598,33.7,149,0,0,0,0,0,0
6736,L53915,L,301.6,311.0,1485,40.1,142,0,0,0,0,0,0
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0
8123,M22982,M,300.2,311.6,1533,46.4,24,0,0,0,0,0,0
6723,L53902,L,301.4,310.7,1657,28.7,108,0,0,0,0,0,0
4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0
6411,L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0
1678,M16537,M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0
8099,L55278,L,300.2,311.6,1500,39.0,174,0,0,0,0,0,0
3224,H32637,H,300.6,309.5,1495,36.5,79,0,0,0,0,0,0
7114,L54293,L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0
4304,L51483,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0
9749,M24608,M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0
4727,M19586,M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0
9915,L57094,L,298.5,308.8,1670,29.6,13,0,0,0,0,0,0
8331,L55510,L,298.8,309.7,1505,39.0,131,0,0,0,0,0,0
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0
5775,L52954,L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0
2829,M17688,M,300.4,309.4,1875,23.9,155,0,0,0,0,0,0
8381,L55560,L,298.9,310.0,1776,25.7,51,0,0,0,0,0,0
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0
8242,M23101,M,298.9,310.2,2099,20.0,98,0,0,0,0,0,0
4207,M19066,M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0
8797,L55976,L,297.2,308.3,1796,23.8,61,0,0,0,0,0,0
9936,L57115,L,298.4,308.3,1452,48.5,73,0,0,0,0,0,0
1641,L48820,L,298.0,307.8,1567,36.4,109,0,0,0,0,0,0
8165,L55344,L,299.6,310.9,1472,40.9,137,0,0,0,0,0,0
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0
16,L47195,L,298.6,309.2,1542,48.4,42,0,0,0,0,0,0
9966,L57145,L,298.3,307.9,1703,28.9,147,0,0,0,0,0,0
9925,M24784,M,298.5,308.6,1384,54.4,44,0,0,0,0,0,0
5507,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0
4406,L51585,L,302.4,310.2,1331,45.5,53,1,0,1,0,0,0
7935,M22794,M,300.8,311.9,1621,28.3,211,0,0,0,0,0,0
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0
2292,M17151,M,299.5,308.8,1886,20.9,117,0,0,0,0,0,0
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0
5677,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0
7805,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0
1669,L48848,L,298.2,307.9,1551,34.1,190,0,0,0,0,0,0
9814,L56993,L,298.3,309.1,1387,52.3,160,0,0,0,0,0,0
3068,L50247,L,300.1,309.2,1533,37.0,101,0,0,0,0,0,0
6985,M21844,M,300.7,311.0,1706,25.0,153,0,0,0,0,0,0
3564,M18423,M,301.8,310.7,1465,35.8,82,0,0,0,0,0,0
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0
9574,L56753,L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0
1615,M16474,M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0
4551,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0
7144,H36557,H,300.3,309.7,1582,30.8,144,0,0,0,0,0,0
9938,L57117,L,298.3,308.1,1505,46.1,80,0,0,0,0,0,0
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0
1657,L48836,L,298.2,308.1,1532,42.5,154,0,0,0,0,0,0
2565,L49744,L,299.3,309.1,1493,38.0,151,0,0,0,0,0,0
8147,L55326,L,299.6,310.9,1533,31.8,91,0,0,0,0,0,0
8849,M23708,M,297.5,308.9,1436,44.8,2,0,0,0,0,0,0
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0
7571,H36984,H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0
5059,L52238,L,303.9,312.9,1526,42.5,194,0,0,0,0,0,0
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0
5370,H34783,H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0
641,M15500,M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0
8967,L56146,L,297.1,307.8,1636,30.3,90,0,0,0,0,0,0
6070,L53249,L,300.9,310.9,1601,34.0,181,0,0,0,0,0,0
7339,L54518,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0
3348,L50527,L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0
8341,M23200,M,298.8,309.7,1480,38.1,157,0,0,0,0,0,0
8698,L55877,L,297.3,308.6,1505,33.5,14,0,0,0,0,0,0
1529,L48708,L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0
2827,M17686,M,300.3,309.4,1612,33.1,150,0,0,0,0,0,0
8470,M23329,M,298.6,309.7,1280,64.1,71,0,0,0,0,0,0
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0
2399,L49578,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0
2732,M17591,M,299.7,309.2,1597,32.9,135,0,0,0,0,0,0
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0
5552,H34965,H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0
6275,M21134,M,301.2,310.7,1543,32.9,40,0,0,0,0,0,0
9593,L56772,L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0
3553,M18412,M,301.8,310.9,1358,52.3,56,0,0,0,0,0,0
7989,L55168,L,301.1,312.3,1486,34.9,122,0,0,0,0,0,0
8376,M23235,M,298.8,309.6,1384,48.2,39,0,0,0,0,0,0
4266,L51445,L,302.6,311.0,1424,38.0,144,0,0,0,0,0,0
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0
1629,L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0
3260,M18119,M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0
1523,H30936,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0
1621,L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0
5994,M20853,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0
1607,L48786,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0
2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0
7830,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0
2608,L49787,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0
2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0
5891,L53070,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0
9259,H38672,H,298.3,309.0,1379,43.2,0,0,0,0,0,0,0
3365,L50544,L,301.4,310.5,1633,39.5,0,0,0,0,0,0,0
8779,L55958,L,297.5,308.7,1454,45.0,19,0,0,0,0,0,0
1600,L48779,L,297.9,308.0,1490,46.2,6,0,0,0,0,0,0
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0
9581,M24440,M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0
597,M15456,M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0
5408,L52587,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0
3662,M18521,M,302.3,311.7,1639,36.6,121,0,0,0,0,0,0
2955,H32368,H,300.6,309.4,1691,28.0,36,0,0,0,0,0,0
8476,M23335,M,298.5,309.7,1557,37.7,86,0,0,0,0,0,0
8384,M23243,M,298.8,309.9,1495,35.2,60,0,0,0,0,0,0
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0
8735,L55914,L,297.2,308.6,1392,41.5,108,0,0,0,0,0,0
5803,L52982,L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0
7905,M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0
3373,L50552,L,301.4,310.8,1431,44.3,21,0,0,0,0,0,0
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0
1531,L48710,L,298.1,309.0,1497,40.5,58,0,0,0,0,0,0
8554,M23413,M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0
5251,L52430,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0
9438,M24297,M,298.1,308.7,1527,43.0,56,0,0,0,0,0,0
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0
